iteration,time,bestobj
131,0.973984,26704
132,0.98123,26704
133,0.988271,26704
134,0.995569,26704
135,1.0032,26704
136,1.01123,26704
137,1.01859,26704
138,1.0262,26704
139,1.03378,26704
140,1.04104,26704
141,1.04832,26704
142,1.05535,26704
143,1.06248,26704
144,1.06955,26704
145,1.07666,26704
146,1.08384,26704
147,1.09096,26704
148,1.09811,26704
149,1.10523,26704
150,1.11235,26704
151,1.1203,26704
152,1.12742,26704
153,1.13459,26704
154,1.14179,26704
155,1.14889,26704
156,1.15616,26704
157,1.16351,26704
158,1.17058,26704
159,1.17771,26704
160,1.18492,26704
161,1.19251,26704
162,1.1999,26704
163,1.20791,26704
164,1.21623,26704
165,1.22492,26704
166,1.23361,26704
167,1.2421,26704
168,1.25095,26704
169,1.25953,26704
170,1.26796,26704
171,1.27714,26704
172,1.28658,26704
173,1.29539,26704
174,1.30409,26704
175,1.31303,26704
176,1.3219,26704
177,1.33102,26704
178,1.33974,26704
179,1.34865,26704
180,1.35689,26704
181,1.36613,26704
182,1.37413,26704
183,1.38231,26704
184,1.39021,26704
185,1.39756,26704
186,1.40482,26704
187,1.41201,26704
188,1.41914,26704
189,1.42635,26704
190,1.4334,26704
191,1.44066,26704
192,1.44843,26704
193,1.45598,26704
194,1.46327,26704
195,1.47056,26704
196,1.4776,26704
197,1.48468,26704
198,1.49205,26704
199,1.49916,26704
200,1.50625,26704
201,1.51334,26704
202,1.5206,26704
203,1.52769,26704
204,1.53485,26704
205,1.54198,26704
206,1.54909,26704
207,1.55612,26704
208,1.56345,26704
209,1.57057,26704
210,1.57761,26704
211,1.58483,26704
212,1.59198,26704
213,1.59929,26704
214,1.60638,26704
215,1.61362,26704
216,1.62068,26704
217,1.62791,26704
218,1.63509,26704
219,1.64227,26704
220,1.64939,26704
221,1.6566,26704
222,1.66373,26704
223,1.67111,26704
224,1.67826,26704
225,1.68536,26704
226,1.69438,26704
227,1.70247,26704
228,1.70979,26704
229,1.71698,26704
230,1.72425,26704
231,1.7315,26704
232,1.73862,26704
233,1.74562,26704
234,1.75257,26704
235,1.75962,26704
236,1.76671,26704
237,1.77381,26704
238,1.7813,26704
239,1.78843,26704
240,1.79561,26704
241,1.80293,26704
242,1.81001,26704
243,1.8171,26704
244,1.82425,26704
245,1.83148,26704
246,1.83862,26704
247,1.8457,26704
248,1.85273,26704
249,1.85992,26704
250,1.86931,26704
251,1.87673,26704
252,1.88388,26704
253,1.89101,26704
254,1.89815,26704
255,1.90521,26704
256,1.91247,26704
257,1.91949,26704
258,1.92661,26704
259,1.93372,26704
260,1.94091,26704
261,1.94801,26704
262,1.95509,26704
263,1.96222,26704
264,1.96938,26704
265,1.97654,26704
266,1.9838,26704
267,1.99096,26704
268,1.99809,26704
269,2.00515,26704
270,2.01228,26704
271,2.01933,26704
272,2.0267,26704
273,2.03392,26704
274,2.04098,26704
275,2.04809,26704
276,2.05527,26704
277,2.06245,26704
278,2.06963,26704
279,2.07682,26704
280,2.08407,26704
281,2.09118,26704
282,2.09838,26704
283,2.1055,26704
284,2.11272,26704
285,2.11992,26704
286,2.12716,26704
287,2.13436,26704
288,2.14146,26704
289,2.14879,26704
290,2.15592,26704
291,2.16317,26704
292,2.17029,26704
293,2.17739,26704
294,2.18452,26704
295,2.19202,26704
296,2.19915,26704
297,2.20625,26704
298,2.21339,26704
299,2.22048,26704
300,2.22759,26704
301,2.23483,26704
302,2.24197,26704
303,2.24906,26704
304,2.25626,26704
305,2.2633,26704
306,2.27072,26704
307,2.27798,26704
308,2.28511,26704
309,2.2922,26704
310,2.29936,26704
311,2.30677,26704
312,2.3139,26704
313,2.32093,26704
314,2.32797,26704
315,2.33528,26704
316,2.34244,26704
317,2.34949,26704
318,2.35675,26704
319,2.36385,26704
320,2.37207,26704
321,2.37947,26704
322,2.38659,26704
323,2.39367,26704
324,2.40079,26704
325,2.4079,26704
326,2.41534,26704
327,2.4227,26704
328,2.42978,26704
329,2.43711,26704
330,2.44429,26704
331,2.45145,26704
332,2.45863,26704
333,2.46578,26704
334,2.47321,26704
335,2.48033,26704
336,2.48756,26704
337,2.49471,26704
338,2.50179,26704
339,2.50885,26704
340,2.51595,26704
341,2.52326,26704
342,2.53048,26704
343,2.53757,26704
344,2.54471,26704
345,2.55192,26704
346,2.5591,26704
347,2.56615,26704
348,2.57339,26704
349,2.58046,26704
350,2.58765,26704
351,2.59489,26704
352,2.60206,26704
353,2.60913,26704
354,2.61629,26704
355,2.62338,26704
356,2.63066,26704
357,2.63781,26704
358,2.64485,26704
359,2.65194,26704
360,2.65906,26704
361,2.66614,26704
362,2.6732,26704
363,2.6804,26704
364,2.6877,26704
365,2.6961,26704
366,2.70343,26704
367,2.71091,26704
368,2.71821,26704
369,2.72535,26704
370,2.73269,26704
371,2.73986,26704
372,2.74699,26704
373,2.75407,26704
374,2.7612,26704
375,2.76823,26704
376,2.77537,26704
377,2.78266,26704
378,2.78981,26704
379,2.7969,26704
380,2.80413,26704
381,2.81136,26704
382,2.81867,26704
383,2.82575,26704
384,2.8329,26704
385,2.84003,26704
386,2.84722,26704
387,2.85429,26704
388,2.86144,26704
389,2.86995,26704
390,2.87708,26704
391,2.88419,26704
392,2.89139,26704
393,2.89841,26704
394,2.90548,26704
395,2.9127,26704
396,2.92007,26704
397,2.92721,26704
398,2.93442,26704
399,2.94148,26704
400,2.94869,26704
401,2.95586,26704
402,2.96297,26704
403,2.9701,26704
404,2.97719,26704
405,2.9844,26704
406,2.9915,26704
407,2.99863,26704
408,3.00575,26704
409,3.0128,26704
410,3.01981,26704
411,3.027,26704
412,3.03402,26704
413,3.04111,26704
414,3.04815,26704
415,3.05541,26704
416,3.0626,26704
417,3.06972,26704
418,3.07712,26704
419,3.08422,26704
420,3.09135,26704
421,3.09857,26704
422,3.10577,26704
423,3.11293,26704
424,3.12005,26704
425,3.12729,26704
426,3.13443,26704
427,3.14155,26704
428,3.14866,26704
429,3.15577,26704
430,3.16297,26704
431,3.1701,26704
432,3.17726,26704
433,3.18463,26704
434,3.19209,26704
435,3.19935,26704
436,3.20651,26704
437,3.21384,26704
438,3.22104,26704
439,3.22831,26704
440,3.23543,26704
441,3.2426,26704
442,3.2498,26704
443,3.25697,26704
444,3.26405,26704
445,3.27116,26704
446,3.27821,26704
447,3.28528,26704
448,3.29242,26704
449,3.2996,26704
450,3.30668,26704
451,3.31376,26704
452,3.32088,26704
453,3.32803,26704
454,3.33515,26704
455,3.34226,26704
456,3.34939,26704
457,3.35644,26704
458,3.36355,26704
459,3.37218,26704
460,3.37943,26704
461,3.38664,26704
462,3.39369,26704
463,3.40082,26704
464,3.40808,26704
465,3.41524,26704
466,3.42238,26704
467,3.42944,26704
468,3.4367,26704
469,3.44385,26704
470,3.45098,26704
471,3.45808,26704
472,3.46527,26704
473,3.47242,26704
474,3.47952,26704
475,3.48663,26704
476,3.49377,26704
477,3.50094,26704
478,3.50798,26704
479,3.51518,26704
480,3.52241,26704
481,3.52953,26704
482,3.53661,26704
483,3.54387,26704
484,3.55102,26704
485,3.558,26704
486,3.56511,26704
487,3.5723,26704
488,3.57935,26704
489,3.58658,26704
490,3.59366,26704
491,3.60088,26704
492,3.60794,26704
493,3.61513,26704
494,3.62242,26704
495,3.62954,26704
496,3.63666,26704
497,3.64375,26704
498,3.65092,26704
499,3.65801,26704
500,3.66513,26704
501,3.67238,26704
502,3.67965,26704
503,3.68681,26704
504,3.69426,26704
505,3.70139,26704
506,3.70849,26704
507,3.71556,26704
508,3.72297,26704
509,3.73008,26704
510,3.73719,26704
511,3.74423,26704
512,3.7514,26704
513,3.75856,26704
514,3.76567,26704
515,3.77283,26704
516,3.78013,26704
517,3.78725,26704
518,3.79439,26704
519,3.80157,26704
520,3.80878,26704
521,3.8159,26704
522,3.8232,26704
523,3.83041,26704
524,3.8375,26704
525,3.84455,26704
526,3.85171,26704
527,3.85878,26704
528,3.8661,26704
529,3.87543,26704
530,3.88276,26704
531,3.88992,26704
532,3.89706,26704
533,3.90412,26704
534,3.91137,26704
535,3.91869,26704
536,3.92581,26704
537,3.93292,26704
538,3.94022,26704
539,3.9475,26704
540,3.95472,26704
541,3.96184,26704
542,3.96902,26704
543,3.97615,26704
544,3.98364,26704
545,3.99088,26704
546,3.99803,26704
547,4.00514,26704
548,4.01227,26704
549,4.0195,26704
550,4.02661,26704
551,4.03367,26704
552,4.04086,26704
553,4.04799,26704
554,4.05506,26704
555,4.06221,26704
556,4.06935,26704
557,4.07654,26704
558,4.08375,26704
559,4.09095,26704
560,4.09799,26704
561,4.1051,26704
562,4.11224,26704
563,4.11928,26704
564,4.12652,26704
565,4.1338,26704
566,4.1409,26704
567,4.14804,26704
568,4.15521,26704
569,4.16235,26704
570,4.16952,26704
571,4.17657,26704
572,4.18376,26704
573,4.19155,26704
574,4.199,26704
575,4.20614,26704
576,4.21337,26704
577,4.22061,26704
578,4.22777,26704
579,4.23493,26704
580,4.24206,26704
581,4.24927,26704
582,4.25641,26704
583,4.26343,26704
584,4.27061,26704
585,4.2778,26704
586,4.28505,26704
587,4.2922,26704
588,4.29945,26704
589,4.30654,26704
590,4.31365,26704
591,4.32087,26704
592,4.32799,26704
593,4.33529,26704
594,4.34237,26704
595,4.34948,26704
596,4.35665,26704
597,4.36388,26704
598,4.37255,26704
599,4.37968,26704
600,4.38681,26704
601,4.39396,26704
602,4.40105,26704
603,4.40838,26704
604,4.41556,26704
605,4.42268,26704
606,4.42999,26704
607,4.43715,26704
608,4.44417,26704
609,4.45129,26704
610,4.45846,26704
611,4.46554,26704
612,4.47297,26704
613,4.4801,26704
614,4.48749,26704
615,4.49462,26704
616,4.50175,26704
617,4.50888,26704
618,4.51601,26704
619,4.52335,26704
620,4.53051,26704
621,4.53773,26704
622,4.54486,26704
623,4.552,26704
624,4.55912,26704
625,4.56624,26704
626,4.57339,26704
627,4.58061,26704
628,4.58764,26704
629,4.59492,26704
630,4.602,26704
631,4.60905,26704
632,4.61607,26704
633,4.62356,26704
634,4.63068,26704
635,4.63777,26704
636,4.64492,26704
637,4.6522,26704
638,4.65916,26704
639,4.66624,26704
640,4.67338,26704
641,4.68054,26704
642,4.68758,26704
643,4.69548,26704
644,4.70265,26704
645,4.7098,26704
646,4.71696,26704
647,4.7241,26704
648,4.7312,26704
649,4.73834,26704
650,4.74543,26704
651,4.75259,26704
652,4.75972,26704
653,4.7669,26704
654,4.77407,26704
655,4.78128,26704
656,4.78844,26704
657,4.79563,26704
658,4.80275,26704
659,4.80987,26704
660,4.81692,26704
661,4.82404,26704
662,4.83142,26704
663,4.83854,26704
664,4.84566,26704
665,4.85297,26704
666,4.86011,26704
667,4.86752,26704
668,4.8758,26704
669,4.88326,26704
670,4.89042,26704
671,4.89747,26704
672,4.9048,26704
673,4.91188,26704
674,4.91901,26704
675,4.92609,26704
676,4.93327,26704
677,4.94038,26704
678,4.94747,26704
679,4.95467,26704
680,4.96178,26704
681,4.96894,26704
682,4.97608,26704
683,4.98346,26704
684,4.99059,26704
685,4.99772,26704
686,5.00482,26704
687,5.01199,26704
688,5.01926,26704
689,5.02638,26704
690,5.03355,26704
691,5.04068,26704
692,5.04801,26704
693,5.05531,26704
694,5.06238,26704
695,5.0695,26704
696,5.07663,26704
697,5.08378,26704
698,5.09093,26704
699,5.09814,26704
700,5.10521,26704
701,5.1123,26704
702,5.11943,26704
703,5.12656,26704
704,5.13384,26704
705,5.14095,26704
706,5.14811,26704
707,5.1554,26704
708,5.16261,26704
709,5.16972,26704
710,5.17692,26704
711,5.18405,26704
712,5.19195,26704
713,5.19957,26704
714,5.20697,26704
715,5.21431,26704
716,5.22145,26704
717,5.22879,26704
718,5.23604,26704
719,5.24316,26704
720,5.25023,26704
721,5.25737,26704
722,5.26452,26704
723,5.27165,26704
724,5.27877,26704
725,5.28593,26704
726,5.29309,26704
727,5.30023,26704
728,5.30738,26704
729,5.31453,26704
730,5.32163,26704
731,5.32894,26704
732,5.3361,26704
733,5.34328,26704
734,5.35041,26704
735,5.35745,26704
736,5.36463,26704
737,5.37352,26704
738,5.38079,26704
739,5.38784,26704
740,5.39512,26704
741,5.40222,26704
742,5.40925,26704
743,5.41639,26704
744,5.42348,26704
745,5.43054,26704
746,5.43763,26704
747,5.44484,26704
748,5.45197,26704
749,5.45911,26704
750,5.4663,26704
751,5.47348,26704
752,5.48082,26704
753,5.48793,26704
754,5.49543,26704
755,5.50261,26704
756,5.50962,26704
757,5.51671,26704
758,5.52391,26704
759,5.53132,26704
760,5.53841,26704
761,5.54557,26704
762,5.55294,26704
763,5.56011,26704
764,5.5673,26704
765,5.57434,26704
766,5.58155,26704
767,5.58874,26704
768,5.59593,26704
769,5.60317,26704
770,5.61038,26704
771,5.61752,26704
772,5.62477,26704
773,5.63183,26704
774,5.63908,26704
775,5.64612,26704
776,5.65326,26704
777,5.66071,26704
778,5.66785,26704
779,5.67516,26704
780,5.68231,26704
781,5.6895,26704
782,5.69807,26704
783,5.70535,26704
784,5.71251,26704
785,5.71967,26704
786,5.72692,26704
787,5.73407,26704
788,5.74118,26704
789,5.74824,26704
790,5.75545,26704
791,5.76259,26704
792,5.7697,26704
793,5.77673,26704
794,5.784,26704
795,5.79113,26704
796,5.79862,26704
797,5.80577,26704
798,5.81291,26704
799,5.8201,26704
800,5.82726,26704
801,5.83447,26704
802,5.84163,26704
803,5.84894,26704
804,5.85601,26704
805,5.86312,26704
806,5.87182,26704
807,5.8796,26704
808,5.88704,26704
809,5.89413,26704
810,5.90129,26704
811,5.90835,26704
812,5.91552,26704
813,5.92262,26704
814,5.92969,26704
815,5.937,26704
816,5.94412,26704
817,5.95127,26704
818,5.95843,26704
819,5.96561,26704
820,5.9727,26704
821,5.97992,26704
822,5.98709,26704
823,5.99422,26704
824,6.00146,26704
825,6.00863,26704
826,6.0158,26704
827,6.02287,26704
828,6.03,26704
829,6.03713,26704
830,6.04418,26704
831,6.05145,26704
832,6.05863,26704
833,6.06579,26704
834,6.07302,26704
835,6.08015,26704
836,6.08734,26704
837,6.09437,26704
838,6.10147,26704
839,6.1086,26704
840,6.11627,26704
841,6.12342,26704
842,6.13045,26704
843,6.13798,26704
844,6.14535,26704
845,6.15247,26704
846,6.15966,26704
847,6.16695,26704
848,6.17405,26704
849,6.18127,26704
850,6.1884,26704
851,6.19561,26704
852,6.20305,26704
853,6.21035,26704
854,6.21737,26704
855,6.22451,26704
856,6.23173,26704
857,6.23879,26704
858,6.24592,26704
859,6.25308,26704
860,6.26016,26704
861,6.26728,26704
862,6.27439,26704
863,6.28158,26704
864,6.28878,26704
865,6.29597,26704
866,6.30315,26704
867,6.31024,26704
868,6.3173,26704
869,6.32452,26704
870,6.33169,26704
871,6.33891,26704
872,6.34603,26704
873,6.3532,26704
874,6.36027,26704
875,6.36771,26704
876,6.37571,26704
877,6.38288,26704
878,6.38997,26704
879,6.39707,26704
880,6.4042,26704
881,6.41137,26704
882,6.41849,26704
883,6.42587,26704
884,6.43314,26704
885,6.44025,26704
886,6.44731,26704
887,6.45512,26704
888,6.4623,26704
889,6.46935,26704
890,6.47649,26704
891,6.48361,26704
892,6.49067,26704
893,6.49785,26704
894,6.505,26704
895,6.51218,26704
896,6.51955,26704
897,6.52691,26704
898,6.53404,26704
899,6.54117,26704
900,6.54836,26704
901,6.5555,26704
902,6.5626,26704
903,6.56977,26704
904,6.57696,26704
905,6.58421,26704
906,6.59132,26704
907,6.59843,26704
908,6.60557,26704
909,6.6127,26704
910,6.61988,26704
911,6.62707,26704
912,6.63424,26704
913,6.64138,26704
914,6.64842,26704
915,6.65559,26704
916,6.66273,26704
917,6.66989,26704
918,6.67703,26704
919,6.68425,26704
920,6.69166,26704
921,6.69922,26704
922,6.70646,26704
923,6.71352,26704
924,6.72066,26704
925,6.72784,26704
926,6.73498,26704
927,6.74216,26704
928,6.74936,26704
929,6.75649,26704
930,6.76361,26704
931,6.77093,26704
932,6.77808,26704
933,6.78532,26704
934,6.79256,26704
935,6.79971,26704
936,6.80685,26704
937,6.81398,26704
938,6.82117,26704
939,6.82847,26704
940,6.83557,26704
941,6.84269,26704
942,6.84985,26704
943,6.85705,26704
944,6.86422,26704
945,6.87297,26704
946,6.88065,26704
947,6.88774,26704
948,6.89482,26704
949,6.90196,26704
950,6.90908,26704
951,6.91606,26704
952,6.92315,26704
953,6.93024,26704
954,6.93784,26704
955,6.94558,26704
956,6.95292,26704
957,6.96013,26704
958,6.96734,26704
959,6.9745,26704
960,6.98162,26704
961,6.9888,26704
962,6.99593,26704
963,7.00314,26704
964,7.01028,26704
965,7.01743,26704
966,7.02467,26704
967,7.03185,26704
968,7.03906,26704
969,7.04614,26704
970,7.05322,26704
971,7.06032,26704
972,7.06749,26704
973,7.07466,26704
974,7.08171,26704
975,7.08884,26704
976,7.09599,26704
977,7.10312,26704
978,7.11018,26704
979,7.1173,26704
980,7.12443,26704
981,7.1316,26704
982,7.13876,26704
983,7.14592,26704
984,7.15321,26704
985,7.16023,26704
986,7.1675,26704
987,7.17464,26704
988,7.18173,26704
989,7.18891,26704
990,7.19719,26704
991,7.20446,26704
992,7.21175,26704
993,7.21932,26704
994,7.22641,26704
995,7.23354,26704
996,7.24086,26704
997,7.24792,26704
998,7.25511,26704
999,7.26238,26704
1000,7.26958,26704
1001,7.27664,26704
1002,7.28384,26704
1003,7.29102,26704
1004,7.29812,26704
1005,7.30515,26704
1006,7.31235,26704
1007,7.31933,26704
1008,7.32657,26704
1009,7.33372,26704
1010,7.34085,26704
1011,7.34802,26704
1012,7.35509,26704
1013,7.3622,26704
1014,7.36933,26704
1015,7.37747,26704
1016,7.38457,26704
1017,7.39178,26704
1018,7.3989,26704
1019,7.406,26704
1020,7.41318,26704
1021,7.42032,26704
1022,7.42746,26704
1023,7.43465,26704
1024,7.4418,26704
1025,7.44892,26704
1026,7.45594,26704
1027,7.46315,26704
1028,7.47027,26704
1029,7.47745,26704
1030,7.48456,26704
1031,7.4917,26704
1032,7.49886,26704
1033,7.50598,26704
1034,7.51309,26704
1035,7.52039,26704
1036,7.5275,26704
1037,7.53469,26704
1038,7.54181,26704
1039,7.54894,26704
1040,7.5562,26704
1041,7.56336,26704
1042,7.57044,26704
1043,7.57759,26704
1044,7.58491,26704
1045,7.5921,26704
1046,7.59936,26704
1047,7.60649,26704
1048,7.61363,26704
1049,7.62083,26704
1050,7.62802,26704
1051,7.63518,26704
1052,7.64235,26704
1053,7.64947,26704
1054,7.65661,26704
1055,7.66379,26704
1056,7.67098,26704
1057,7.67809,26704
1058,7.68523,26704
1059,7.69397,26704
1060,7.70406,26704
1061,7.71196,26704
1062,7.71946,26704
1063,7.72676,26704
1064,7.73404,26704
1065,7.74119,26704
1066,7.74829,26704
1067,7.75541,26704
1068,7.76245,26704
1069,7.76951,26704
1070,7.77675,26704
1071,7.78402,26704
1072,7.79106,26704
1073,7.79818,26704
1074,7.8052,26704
1075,7.81221,26704
1076,7.81973,26704
1077,7.82687,26704
1078,7.83395,26704
1079,7.84114,26704
1080,7.8483,26704
1081,7.85537,26704
1082,7.86255,26704
1083,7.86977,26704
1084,7.87886,26704
1085,7.88623,26704
1086,7.89351,26704
1087,7.90058,26704
1088,7.90771,26704
1089,7.91487,26704
1090,7.92191,26704
1091,7.92894,26704
1092,7.93612,26704
1093,7.94347,26704
1094,7.9506,26704
1095,7.95771,26704
1096,7.9649,26704
1097,7.97206,26704
1098,7.97932,26704
1099,7.98645,26704
1100,7.9936,26704
1101,8.00086,26704
1102,8.00791,26704
1103,8.01522,26704
1104,8.02238,26704
1105,8.02948,26704
1106,8.03657,26704
1107,8.0438,26704
1108,8.0509,26704
1109,8.05797,26704
1110,8.06513,26704
1111,8.07224,26704
1112,8.07931,26704
1113,8.08648,26704
1114,8.09349,26704
1115,8.1007,26704
1116,8.10774,26704
1117,8.11481,26704
1118,8.12188,26704
1119,8.12914,26704
1120,8.13661,26704
1121,8.14378,26704
1122,8.15087,26704
1123,8.15802,26704
1124,8.16516,26704
1125,8.17224,26704
1126,8.17937,26704
1127,8.18657,26704
1128,8.19449,26704
1129,8.20178,26704
1130,8.20906,26704
1131,8.2162,26704
1132,8.22332,26704
1133,8.23046,26704
1134,8.23777,26704
1135,8.24489,26704
1136,8.25203,26704
1137,8.25918,26704
1138,8.26634,26704
1139,8.27347,26704
1140,8.28067,26704
1141,8.28784,26704
1142,8.29497,26704
1143,8.30221,26704
1144,8.30935,26704
1145,8.31649,26704
1146,8.32368,26704
1147,8.33079,26704
1148,8.33793,26704
1149,8.34518,26704
1150,8.35243,26704
1151,8.3595,26704
1152,8.36667,26704
1153,8.37558,26704
1154,8.38301,26704
1155,8.39042,26704
1156,8.39762,26704
1157,8.40473,26704
1158,8.41191,26704
1159,8.41914,26704
1160,8.42624,26704
1161,8.4333,26704
1162,8.44042,26704
1163,8.4476,26704
1164,8.45481,26704
1165,8.46198,26704
1166,8.46914,26704
1167,8.47612,26704
1168,8.48338,26704
1169,8.49052,26704
1170,8.49769,26704
1171,8.50486,26704
1172,8.51203,26704
1173,8.51916,26704
1174,8.52658,26704
1175,8.53359,26704
1176,8.54068,26704
1177,8.54782,26704
1178,8.55483,26704
1179,8.56206,26704
1180,8.5692,26704
1181,8.57634,26704
1182,8.58361,26704
1183,8.59098,26704
1184,8.59822,26704
1185,8.60534,26704
1186,8.61239,26704
1187,8.61947,26704
1188,8.62664,26704
1189,8.63383,26704
1190,8.64111,26704
1191,8.64822,26704
1192,8.65539,26704
1193,8.66253,26704
1194,8.66966,26704
1195,8.67677,26704
1196,8.68402,26704
1197,8.69161,26704
1198,8.69881,26704
1199,8.70593,26704
1200,8.71307,26704
1201,8.7202,26704
1202,8.72724,26704
1203,8.73428,26704
1204,8.74148,26704
1205,8.74877,26704
1206,8.75584,26704
1207,8.76306,26704
1208,8.77018,26704
1209,8.77724,26704
1210,8.78444,26704
1211,8.79165,26704
1212,8.79881,26704
1213,8.8059,26704
1214,8.81304,26704
1215,8.8202,26704
1216,8.82734,26704
1217,8.83463,26704
1218,8.84171,26704
1219,8.84893,26704
1220,8.85604,26704
1221,8.86309,26704
1222,8.87021,26704
1223,8.87848,26704
1224,8.88569,26704
1225,8.89307,26704
1226,8.90024,26704
1227,8.90739,26704
1228,8.91452,26704
1229,8.92167,26704
1230,8.92904,26704
1231,8.93617,26704
1232,8.94335,26704
1233,8.95049,26704
1234,8.9576,26704
1235,8.96493,26704
1236,8.97206,26704
1237,8.97919,26704
1238,8.9864,26704
1239,8.99343,26704
1240,9.00047,26704
1241,9.00766,26704
1242,9.01505,26704
1243,9.02201,26704
1244,9.02919,26704
1245,9.03638,26704
1246,9.0434,26704
1247,9.05102,26704
1248,9.05813,26704
1249,9.06527,26704
1250,9.07242,26704
1251,9.07958,26704
1252,9.08679,26704
1253,9.09393,26704
1254,9.10154,26704
1255,9.10863,26704
1256,9.11589,26704
1257,9.123,26704
1258,9.13021,26704
1259,9.13734,26704
1260,9.14452,26704
1261,9.1517,26704
1262,9.1588,26704
1263,9.16595,26704
1264,9.17307,26704
1265,9.18026,26704
1266,9.18734,26704
1267,9.19472,26704
1268,9.202,26704
1269,9.20932,26704
1270,9.21663,26704
1271,9.22371,26704
1272,9.23098,26704
1273,9.2381,26704
1274,9.24518,26704
1275,9.25239,26704
1276,9.2594,26704
1277,9.26658,26704
1278,9.27376,26704
1279,9.28096,26704
1280,9.28818,26704
1281,9.29538,26704
1282,9.30258,26704
1283,9.30986,26704
1284,9.31705,26704
1285,9.3242,26704
1286,9.33128,26704
1287,9.33841,26704
1288,9.34547,26704
1289,9.35267,26704
1290,9.35973,26704
1291,9.36705,26704
1292,9.37572,26704
1293,9.38327,26704
1294,9.39052,26704
1295,9.39769,26704
1296,9.40479,26704
1297,9.41195,26704
1298,9.41918,26704
1299,9.42635,26704
1300,9.43351,26704
1301,9.44087,26704
1302,9.44802,26704
1303,9.4551,26704
1304,9.46214,26704
1305,9.46921,26704
1306,9.4763,26704
1307,9.48341,26704
1308,9.49053,26704
1309,9.49768,26704
1310,9.50486,26704
1311,9.51194,26704
1312,9.51921,26704
1313,9.52627,26704
1314,9.53338,26704
1315,9.54045,26704
1316,9.54777,26704
1317,9.55496,26704
1318,9.56207,26704
1319,9.56929,26704
1320,9.5765,26704
1321,9.5837,26704
1322,9.59089,26704
1323,9.59797,26704
1324,9.60508,26704
1325,9.61236,26704
1326,9.61933,26704
1327,9.62676,26704
1328,9.63399,26704
1329,9.64121,26704
1330,9.64835,26704
1331,9.65546,26704
1332,9.66259,26704
1333,9.66966,26704
1334,9.67685,26704
1335,9.68402,26704
1336,9.69134,26704
1337,9.6986,26704
1338,9.70568,26704
1339,9.71294,26704
1340,9.72011,26704
1341,9.72732,26704
1342,9.73445,26704
1343,9.74172,26704
1344,9.74874,26704
1345,9.75588,26704
1346,9.76308,26704
1347,9.77015,26704
1348,9.77728,26704
1349,9.78438,26704
1350,9.79178,26704
1351,9.79896,26704
1352,9.80606,26704
1353,9.8133,26704
1354,9.82054,26704
1355,9.82769,26704
1356,9.83485,26704
1357,9.84202,26704
1358,9.84914,26704
1359,9.85627,26704
1360,9.86332,26704
1361,9.87059,26704
